genbank_accession	genbank_accession_rev	strain	date	region	country	division	location	length	host	lineage	release_date	update_date	sra_accessions	authors	institution
PV685668	PV685668.1	PV685668	2025-01-13	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685669	PV685669.1	PV685669	2025-02-19	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685670	PV685670.1	PV685670	2025-03-07	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685671	PV685671.1	PV685671	2025-02-17	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
MH229986	MH229986.1	MH229986	2006-XX-XX	Africa	Mauritius			11929		East-Central-South-African	2018-12-01	2018-12-01		Vedururu et al.	"CSIRO, Health & Biosecurity"
MH329293	MH329293.1	MH329293	2014-11-XX	South America	Colombia	Cartagena		11886	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329294	MH329294.1	MH329294	2014-10-15	South America	Colombia	Ovejas		11709	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329295	MH329295.1	MH329295	2014-11-XX	South America	Colombia	Planeta Rica		11959	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329296	MH329296.1	MH329296	2014-09-13	South America	Colombia	Mahates Bolivar		11694	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329297	MH329297.1	MH329297	2014-11-XX	South America	Colombia	Santander de Quilichao	Cauca	12185	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329298	MH329298.1	MH329298	2014-11-XX	South America	Colombia	Risaralda Pereira		12183	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329299	MH329299.1	MH329299	2014-11-XX	South America	Colombia	Iquira	Huila	12128	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329300	MH329300.1	MH329300	2014-11-03	South America	Colombia	Cartagena	Bolivar	12043	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329301	MH329301.1	MH329301	2014-10-01	South America	Colombia	Cartagena	Bolivar	12347	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329302	MH329302.1	MH329302	2014-10-03	South America	Colombia	Cartagena	Bolivar	12306	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329303	MH329303.1	MH329303	2014-10-01	South America	Colombia	Cartagena	Bolivar	11694	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
MH329304	MH329304.1	MH329304	2014-10-26	South America	Colombia	Cartagena	Bolivar	12270	Homo sapiens	Asian and Caribbean	2019-06-08	2019-06-08		Mattar et al.	University of Cordoba
PV685672	PV685672.1	PV685672	2025-04-12	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685673	PV685673.1	PV685673	2025-04-04	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685674	PV685674.1	PV685674	2025-03-13	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685675	PV685675.1	PV685675	2025-03-13	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685676	PV685676.1	PV685676	2025-03-30	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685677	PV685677.1	PV685677	2025-03-24	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685678	PV685678.1	PV685678	2025-04-12	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685679	PV685679.1	PV685679	2025-04-13	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685680	PV685680.1	PV685680	2025-04-13	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
MH349097	MH349097.1	MH349097	2017-04-30	Asia	China			11783	Homo sapiens	East-Central-South-African	2020-05-24	2020-05-24		Yang et al.	"Shenzhen Key Laboratory of Pathogen and Immunity, State Key Discipline of Infectious Disease, Shenzhen Third People's Hospital"
PV685681	PV685681.1	PV685681	2025-04-06	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
MH359139	MH359139.1	MH359139	2014-10-15	South America	Colombia	Ovejas (Sucre)		12153	Homo sapiens	Asian and Caribbean	2019-06-22	2019-06-22		Mattar et al.	University of Cordoba
MH359140	MH359140.1	MH359140	2014-11-04	South America	Colombia	Cartagena (Bolivar)		12191	Homo sapiens	Asian and Caribbean	2019-06-22	2019-06-22		Mattar et al.	University of Cordoba
MH359141	MH359141.1	MH359141	2014-10-15	South America	Colombia	Ovejas (Sucre)		12086	Homo sapiens	Asian and Caribbean	2019-06-22	2019-06-22		Mattar et al.	University of Cordoba
MH359142	MH359142.1	MH359142	2014-10-15	South America	Colombia	Ovejas (Sucre)		12160	Homo sapiens	Asian and Caribbean	2019-06-22	2019-06-22		Mattar et al.	University of Cordoba
PV685682	PV685682.1	PV685682	2024-08-27	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685684	PV685684.1	PV685684	2024-09-16	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685685	PV685685.1	PV685685	2024-09-12	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685686	PV685686.1	PV685686	2024-10-25	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685687	PV685687.1	PV685687	2024-08-14	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685688	PV685688.1	PV685688	2024-11-18	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685689	PV685689.1	PV685689	2024-11-16	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685690	PV685690.1	PV685690	2025-03-27	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685691	PV685691.1	PV685691	2025-03-31	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685692	PV685692.1	PV685692	2025-03-30	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685693	PV685693.1	PV685693	2025-03-24	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685694	PV685694.1	PV685694	2025-03-26	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685695	PV685695.1	PV685695	2025-04-02	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685696	PV685696.1	PV685696	2025-03-26	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685697	PV685697.1	PV685697	2025-03-31	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685698	PV685698.1	PV685698	2025-04-06	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685699	PV685699.1	PV685699	2025-03-21	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685700	PV685700.1	PV685700	2025-03-31	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
MH400249	MH400249.1	MH400249	2017-08-23	Asia	China			11787	Homo sapiens	East-Central-South-African	2018-12-26	2018-12-26		Wang et al.	"Centers for Disease Control and Prevention of Lishui, Department of Inspection"
L37661	L37661.3	L37661	XXXX-XX-XX	North America	USA			12036		Asian and Caribbean	1994-11-28	2007-02-28		Parker et al.	"USAMRIID, Virology Division"
KR559493	KR559493.1	KR559493	2014-XX-XX					12014		Asian and Caribbean	2015-10-14	2015-10-14		Lanciotti et al.	"Centers for Disease Control and Prevention, CDC/DVBD/ADB"
KR559497	KR559497.1	KR559497	2014-06-XX					12010		Asian and Caribbean	2015-10-14	2015-10-14		Lanciotti et al.	"Centers for Disease Control and Prevention, CDC/DVBD/ADB"
MK028839	MK028839.1	MK028839	1986-XX-XX	North America	USA			12081		Asian and Caribbean	2018-10-17	2019-07-23	SRR7167606	Morrison et al.	"US Food and Drug Administration, Center for Devices and Radiological Health"
MW473668	MW473668.1	MW473668	2018-02-02	North America	USA			11992		Asian and Caribbean	2021-11-27	2021-11-27		Amanna et al.	"Najit Technologies, Inc., Research & Development"
EF027140	EF027140.1	EF027140	XXXX-XX-XX	Asia	India			11784		Asian and Caribbean	2007-06-17	2007-06-17		Arankalle et al.	"National Institute of Virology, Hepatitis"
EF027141	EF027141.1	EF027141	XXXX-XX-XX	Asia	India			11805		Asian and Caribbean	2007-06-17	2007-06-17		Arankalle et al.	"National Institute of Virology, Hepatitis"
EF452493	EF452493.1	EF452493	XXXX-XX-XX	Asia	Thailand	Bangkok		12036		Asian and Caribbean	2007-03-25	2007-03-25		Glass et al.	"USAMRIID, Virology"
EF452494	EF452494.1	EF452494	XXXX-XX-XX	North America	USA			12036		Asian and Caribbean	2007-03-25	2007-03-25		Glass et al.	"USAMRIID, Virology"
HM045802	HM045802.1	HM045802	XXXX-XX-XX	Asia	Thailand			11975		Asian and Caribbean	2010-05-22	2010-12-28		Volk et al.	"University of Texas Medical Branch, Department of Pathology"
MH423807	MH423807.1	MH423807	2016-05-07	Africa	Kenya	Mandera		7052	Homo sapiens	East-Central-South-African	2019-01-21	2019-01-21		Maljkovic Berry et al.	"Walter Reed Army Institute of Research, Viral Diseases Branch"
MH423808	MH423808.1	MH423808	2016-05-08	Africa	Kenya	Mandera		7104	Homo sapiens	East-Central-South-African	2019-01-21	2019-01-21		Maljkovic Berry et al.	"Walter Reed Army Institute of Research, Viral Diseases Branch"
MH423809	MH423809.1	MH423809	2016-05-31	Africa	Kenya	Mandera		6762	Homo sapiens	East-Central-South-African	2019-01-21	2019-01-21		Maljkovic Berry et al.	"Walter Reed Army Institute of Research, Viral Diseases Branch"
KR559470	KR559470.1	KR559470	2014-11-XX	North America	USA	Puerto Rico		12004		Asian and Caribbean	2015-10-14	2016-01-13		Lanciotti et al.	"Centers for Disease Control and Prevention, CDC/DVBD/ADB"
MH423811	MH423811.1	MH423811	2016-05-31	Africa	Kenya	Mandera		3661	Homo sapiens	East-Central-South-African	2019-01-21	2019-01-21		Maljkovic Berry et al.	"Walter Reed Army Institute of Research, Viral Diseases Branch"
PV685701	PV685701.1	PV685701	2025-04-09	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685702	PV685702.1	PV685702	2025-04-14	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685703	PV685703.1	PV685703	2025-04-07	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685704	PV685704.1	PV685704	2025-03-25	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685705	PV685705.1	PV685705	2025-04-14	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV685706	PV685706.1	PV685706	2025-04-06	Europe	France	Réunion		11237	Homo sapiens	East-Central-South-African	2025-06-10	2025-06-10		Frumence et al.	"CHU de la Reunion, Laboratoire de virologie, CNR arbovirus Associe"
PV700160	PV700160.1	PV700160	2024-11-26	Europe	France	Reunion		11503	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700161	PV700161.1	PV700161	2025-02-23	Europe	France	Reunion		11502	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700162	PV700162.1	PV700162	2025-03-13	Europe	France	Reunion		11503	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700163	PV700163.1	PV700163	2025-03-18	Europe	France	Reunion		11426	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700164	PV700164.1	PV700164	2025-03-20	Europe	France	Reunion		8896	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700165	PV700165.1	PV700165	2025-03-23	Europe	France	Reunion		11426	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700166	PV700166.1	PV700166	2025-03-25	Europe	France	Reunion		11500	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700167	PV700167.1	PV700167	2025-03-25	Europe	France	Reunion		11426	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700168	PV700168.1	PV700168	2025-03-28	Europe	France	Reunion		9906	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700169	PV700169.1	PV700169	2025-03-25	Europe	France	Reunion		9906	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700170	PV700170.1	PV700170	2025-04-03	Europe	France	Reunion		9906	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700171	PV700171.1	PV700171	2025-04-01	Europe	France	Reunion		9906	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700172	PV700172.1	PV700172	2025-04-06	Europe	France	Reunion		9904	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
PV700173	PV700173.1	PV700173	2025-04-02	Europe	France	Reunion		11503	Homo sapiens	East-Central-South-African	2025-07-13	2025-07-13		Frumence et al.	"Unite des Virus Emergents, Centre National de Reference des Arbovirus"
